"V1","V2","V3","V4","V5","V6"
"SA","S8","H8","D8","HQ",6
"H3","H7","H9","H10","HQ",4
"S4","D4","C4","C9","HQ",6
"CA","H7","H10","D10","C10",6
"S4","H4","D4","CQ","HK",6
"C3","S7","H7","C7","C9",6
"SA","S9","SK","DK","CK",6
"S3","D3","C3","D5","DJ",6
"SA","S3","S7","S8","S10",4
"H4","D5","C6","D7","S8",5
"C4","H8","D8","C8","SJ",6
"H8","H9","C10","SJ","DQ",5
"H3","C5","H10","D10","C10",6
"S4","H4","C4","D8","DQ",6
"HA","DA","CA","D3","HJ",6
"S6","H6","C6","D9","DJ",6
"SA","HA","CA","H3","D3",3
"S3","D3","C3","H9","C9",3
"C2","S6","H6","C6","D7",6
"SA","HA","DA","S2","C9",6
"S3","H3","D3","CQ","CK",6
"D3","D5","H6","D6","C6",6
"CA","D3","H7","D7","C7",6
"S7","HQ","SK","DK","CK",6
"SA","DA","S6","H6","C6",3
"D5","D6","S10","H10","C10",6
"H2","S4","H5","D5","C5",6
"S3","S4","H4","D4","CK",6
"HA","S7","H7","C7","DJ",6
"SA","C2","C3","C4","D5",5
"H4","D4","C4","H8","HQ",6
"SA","HA","DA","H4","D8",6
"D9","H10","HJ","CQ","HK",5
"D2","S5","H5","C5","C10",6
"S3","S10","SK","HK","CK",6
"SA","SJ","HJ","CJ","SK",6
"CA","S5","SQ","HQ","CQ",6
"D3","D4","SJ","HJ","DJ",6
"H2","D2","C2","C6","HK",6
"S7","D7","C7","H10","CK",6
"D2","D3","D6","D9","DK",4
"C5","C6","C7","H8","C9",5
"S4","H4","C4","S8","HQ",6
"C7","C8","C9","H10","HJ",5
"S4","SQ","DQ","CQ","SK",6
"HA","DA","CA","S2","H7",6
"HA","S3","H3","D3","C10",6
"DA","D2","D4","D9","DK",4
"S3","D3","C3","D6","C7",6
"H7","D7","C7","HJ","DJ",3
"SA","HA","CA","S9","H9",3
"S2","H2","C2","SJ","DQ",6
"D2","D4","S6","D6","C6",6
"H4","D4","C4","S9","HJ",6
"H3","S7","H7","D7","S10",6
"HA","D10","SJ","SQ","HK",5
"D6","CQ","SK","HK","DK",6
"D8","D9","S10","SJ","DQ",5
"S5","S6","SQ","DQ","CQ",6
"S3","S6","H6","D6","HK",6
"DA","S2","H3","S4","H5",5
"H5","C6","H7","S8","C9",5
"SA","HA","DA","C8","SJ",6
"H5","S10","D10","C10","DJ",6
"S2","S5","S9","S10","SQ",4
"S2","D2","C2","C3","S4",6
"HA","C8","SQ","HQ","CQ",6
"SA","DA","CA","C6","H10",6
"D5","H7","S8","D8","C8",6
"S6","D6","C6","H10","HJ",6
"CA","D3","HJ","DJ","CJ",6
"C3","SJ","DJ","CJ","SK",6
"C2","S9","H9","C9","H10",6
"HA","S4","D4","C4","HJ",6
"SA","S2","S4","S9","S10",4
"S4","S5","H5","D5","C9",6
"C9","D10","SJ","SQ","HK",5
"C4","D7","S8","H8","C8",6
"H4","S9","D9","C9","H10",6
"D5","HJ","DJ","CJ","HQ",6
"D2","S5","H5","D5","HJ",6
"C2","D7","SK","HK","CK",6
"SA","H8","S10","D10","C10",6
"C3","H8","D8","C8","C10",6
"HA","S7","H7","C7","SQ",6
"SA","HA","CA","H6","CJ",6
"H7","D7","C7","S8","DQ",6
"SA","HA","DA","D6","H9",6
"SA","DA","CA","D8","C8",3
"S3","S5","S6","H6","D6",6
"C3","C4","C10","CJ","CK",4
"H4","D4","C4","S5","SQ",6
"S4","H4","C4","S8","DJ",6
"S2","H8","D8","C8","HJ",6
"H2","H3","H5","H8","H10",4
"D3","H5","S6","H6","C6",6
"S2","H2","C2","S3","S10",6
"S2","H2","D2","S3","C8",6
"S6","H6","D6","H8","SK",6
"S3","S7","H7","C7","HQ",6
"SA","DA","CA","C7","DJ",6
"HA","DA","CA","H7","H9",6
"SA","S6","H6","D6","HJ",6
"S6","HQ","DQ","CQ","DK",6
"S2","H2","D2","C10","DK",6
"SA","S4","S5","S6","SQ",4
"S2","H2","D2","C2","SQ",2
"HJ","DJ","CJ","HQ","DQ",3
"D2","H5","D5","C5","D10",6
"H4","D4","C4","D9","CJ",6
"S2","S3","D3","C3","H7",6
"SA","HA","CA","C7","C10",6
"SA","D2","S3","C4","S5",5
"C3","C4","S5","D5","C5",6
"SA","HA","CA","H3","S9",6
"S3","H3","D3","S9","SQ",6
"SA","D2","S3","H4","S5",5
"C9","D10","HJ","HQ","HK",5
"C6","C7","D8","H9","D10",5
"S4","S5","H5","D5","H6",6
"S6","H6","D6","CQ","HK",6
"C2","C3","C7","CJ","CQ",4
"D2","H6","D6","C6","CJ",6
"H2","S10","SJ","DJ","CJ",6
"DA","S10","CJ","HQ","CK",5
"H3","D4","SK","HK","DK",6
"C3","H5","S7","D7","C7",6
"H9","C10","SJ","SQ","DK",5
"CA","C6","C7","C8","C10",4
"S4","D4","SJ","DJ","CJ",3
"D4","S5","H5","C5","C7",6
"S6","D6","C6","DQ","SK",6
"S5","H5","D5","CQ","HK",6
"S8","C8","S10","D10","C10",3
"S3","S5","S6","S9","S10",4
"S2","H2","C2","S4","S9",6
"D6","S8","SK","HK","DK",6
"H5","D6","H7","H8","S9",5
"S6","S10","D10","C10","SQ",6
"HA","H10","D10","C10","CK",6
"SA","HA","DA","H6","H7",6
"SA","HA","DA","S2","DJ",6
"C3","S10","H10","D10","DJ",6
"H4","D6","H7","D7","C7",6
"S6","H6","C6","HQ","HK",6
"H6","D6","C6","H9","H10",6
"C3","S5","HK","DK","CK",6
"D2","S3","H4","D5","H6",5
"D3","D10","SK","DK","CK",6
"D7","S8","SQ","HQ","CQ",6
"S7","S9","S10","SJ","SK",4
"H3","S4","C5","H6","S7",5
"D2","D6","D8","D10","DK",4
"SA","C4","HQ","DQ","CQ",6
"S5","D5","C5","S6","S10",6
"DA","S2","S10","H10","C10",6
"C2","S7","H7","C7","H10",6
"S5","D5","C5","CJ","DQ",6
"D5","H6","S10","H10","C10",6
"S7","H7","D7","H8","SQ",6
"S5","SJ","HJ","CJ","CQ",6
"S2","S5","S6","S7","S9",4
"C2","S6","H6","C6","CJ",6
"D2","S5","D5","C5","DJ",6
"S5","D5","C5","D8","C10",6
"SA","S3","S10","H10","D10",6
"S3","H3","C3","D5","C9",6
"HA","DA","CA","S2","CJ",6
"H2","D2","C2","D5","C9",6
"C2","S6","H6","D6","H10",6
"HA","H2","H5","H6","HJ",4
"SA","HA","DA","H8","D8",3
"D3","S6","H6","D6","C6",2
"S2","D2","C2","C9","H10",6
"CA","H2","C3","H4","S5",5
"D4","S6","H6","D6","S7",6
"H2","S8","S10","H10","C10",6
"S5","H5","D5","H7","HQ",6
"SA","HA","CA","H4","DJ",6
"S6","D6","C6","D10","DK",6
"D4","S10","D10","C10","SQ",6
"S5","S7","H7","D7","S10",6
"DA","S2","HK","DK","CK",6
"S5","D10","SK","HK","CK",6
"SA","DA","CA","D5","H8",6
"H7","D10","SJ","DJ","CJ",6
"S4","S9","D9","C9","DJ",6
"H4","S6","H6","C6","D7",6
"C6","SQ","HQ","CQ","CK",6
"S2","HQ","HK","DK","CK",6
"H7","D8","S10","D10","C10",6
"D2","S10","SK","HK","CK",6
"SA","S2","S3","S7","S9",4
"SA","HA","DA","H7","DK",6
"HA","H4","H7","H9","H10",4
"SA","D10","SJ","HQ","SK",5
"S2","H2","D2","H9","H10",6
"D5","H9","SJ","HJ","DJ",6
"C6","D7","C8","C9","D10",5
"CA","H4","S7","H7","C7",6
"DA","H4","D4","C4","S6",6
"S3","C3","H10","D10","C10",3
"H9","S10","SJ","DQ","DK",5
"D5","D6","SK","DK","CK",6
"S2","S6","H6","C6","CK",6
"S3","D3","C3","D6","C6",3
"H2","D2","C2","C6","C7",6
"D7","C8","D9","S10","SJ",5
"SA","HA","DA","D10","DK",6
"H5","D8","SQ","DQ","CQ",6
"S7","H7","D7","HQ","DK",6
"SA","H6","H8","D8","C8",6
"D8","D9","H10","CJ","HQ",5
"H2","S3","S6","H6","D6",6
"SA","S9","D9","C9","SK",6
"S9","D10","DJ","SQ","SK",5
"D3","D4","D7","D8","DJ",4
"DA","D10","HJ","HQ","SK",5
"S3","D3","C3","D4","SJ",6
"S7","H7","C7","D9","HJ",6
"C2","D9","HK","DK","CK",6
"D4","S5","C6","C7","C8",5
"S3","H3","D3","S8","C9",6
"H7","D7","C7","S8","CK",6
"D2","D3","D4","C5","S6",5
"S2","H2","D2","H6","H10",6
"D6","D9","S10","H10","D10",6
"D9","S10","DJ","CQ","CK",5
"H2","D2","C2","S6","SQ",6
"S5","D5","C5","S9","HJ",6
"S4","D4","C4","C5","SQ",6
"C3","S7","H7","D7","D9",6
"CA","D2","H3","D3","C3",6
"S7","D7","C7","D8","C9",6
"H5","H6","D7","D8","D9",5
"S5","H5","C5","H6","H8",6
"H5","D6","S7","D8","C9",5
"DA","D10","DJ","HQ","DK",5
"H3","D3","C3","C8","H10",6
"H7","D8","S10","H10","D10",6
"S4","H4","C4","S5","D5",3
"D3","S4","S5","C6","D7",5
"H4","H5","H7","H10","HQ",4
"C4","S5","D6","C7","S8",5
"D2","H7","S9","H9","C9",6
"D2","D3","D8","D10","DJ",4
"S4","S8","S10","SJ","SQ",4
"H7","S10","D10","C10","SQ",6
"D6","D7","S9","D9","C9",6
"S2","D2","C2","S6","C10",6
"S3","S6","S7","H7","D7",6
"H5","H9","SQ","HQ","CQ",6
"D2","S9","H9","D9","DJ",6
"D8","S9","S10","HJ","SQ",5
"D6","C6","H7","D7","C7",3
"S2","S5","H5","C5","H8",6
"CA","H10","D10","C10","HK",6
"D3","S6","S9","H9","D9",6
"H3","D4","S5","H5","D5",6
"H2","H3","D4","D5","D6",5
"S5","H9","HJ","DJ","CJ",6
"H5","D5","C5","HQ","HK",6
"HA","DA","CA","C5","DK",6
"S3","D4","H7","D7","C7",6
"SA","HA","DA","D4","S9",6
"SA","S3","S9","H9","D9",6
"CA","C7","S9","H9","D9",6
"D3","S4","H4","D4","C9",6
"S3","H5","S9","H9","C9",6
"S7","H7","D7","D9","CK",6
"D6","H7","D7","C7","S10",6
"H9","D10","HJ","CQ","DK",5
"C5","D6","D7","H8","S9",5
"CA","S5","H5","D5","DJ",6
"S7","C8","H9","D10","DJ",5
"DA","CA","S4","D4","C4",3
"H7","D7","C7","S8","S10",6
"C7","C8","H9","S10","DJ",5
"S2","H2","C2","D10","CK",6
"SA","D2","D3","S4","H5",5
"H2","D2","C2","S6","S8",6
"H3","D3","C3","S6","D8",6
"C3","C5","C6","C10","CQ",4
"SA","S10","SJ","SQ","CK",5
"S2","S9","SJ","SQ","SK",4
"SA","S3","S6","S7","SK",4
"D7","C8","D9","H10","HJ",5
"H6","D6","C6","H7","HJ",6
"S5","H5","D5","H7","S10",6
"S3","S6","H6","D6","C6",2
"D4","D6","SQ","DQ","CQ",6
"H4","D4","C4","C5","SJ",6
"H3","D3","C3","S8","HJ",6
"C2","S6","S7","H7","C7",6
"D3","D7","S10","H10","D10",6
"H2","H9","D9","C9","D10",6
"H3","S5","H5","C5","S7",6
"S2","H2","D2","C2","CQ",2
"S2","H2","D2","H3","C7",6
"SA","S2","D2","C2","SJ",6
"CA","D2","H3","C4","D5",5
"H4","D4","C4","D7","HK",6
"C3","C4","H5","S6","S7",5
"HA","DA","CA","D5","D8",6
"S2","D2","C2","D3","HJ",6
"CA","D2","C3","D4","S5",5
"S2","D7","SQ","HQ","CQ",6
"SA","S3","S6","SJ","SK",4
"DA","H4","S10","H10","C10",6
"S4","H4","C4","S7","HQ",6
"S2","S10","H10","C10","DJ",6
"S5","D5","C5","C7","C9",6
"S3","SJ","HJ","DJ","DK",6
"SA","D2","D3","H4","H5",5
"S4","D4","C4","S8","CK",6
"HA","S5","H5","D5","HK",6
"H5","D6","H7","C8","S9",5
"SA","HA","DA","SK","DK",3
"D3","S8","SQ","HQ","CQ",6
"H2","D2","C2","S4","C9",6
"H4","D4","C4","D5","SK",6
"S3","H6","S8","D8","C8",6
"C9","C10","HJ","DQ","DK",5
"C2","C3","C4","S5","H6",5
"D5","D7","S8","H8","D8",6
"H6","D6","C6","S10","C10",3
"S6","H8","D8","C8","D10",6
"DA","D3","D7","D9","DQ",4
"S4","H4","D4","S10","SQ",6
"HA","DA","CA","D10","HQ",6
"H4","HJ","DJ","CJ","CQ",6
"DA","H10","SJ","HJ","CJ",6
"C2","C5","C6","C7","CQ",4
"D5","H9","D9","C9","S10",6
"H2","DQ","SK","DK","CK",6
"SA","HA","CA","H8","CQ",6
"D2","S4","S6","H6","C6",6
"SA","HA","DA","C9","S10",6
"D4","S6","H6","D6","HK",6
"D5","H7","SQ","HQ","DQ",6
"S5","C6","S7","C8","D9",5
"SA","C5","SJ","HJ","CJ",6
"H8","H9","H10","CJ","HQ",5
"D4","C5","S10","D10","C10",6
"HA","DA","CA","C3","C9",6
"HA","S2","D2","C2","CJ",6
"SA","HA","DA","D7","D10",6
"H6","D6","C6","H7","CK",6
"C6","D10","HJ","DJ","CJ",6
"H2","D2","C2","C4","SQ",6
"S5","SJ","SQ","HQ","DQ",6
"C9","H10","SJ","SQ","SK",5
"H2","D6","S9","H9","D9",6
"C2","S3","S6","H6","C6",6
"C2","S3","H3","C3","CQ",6
"S5","H5","D5","D9","HQ",6
"DA","D3","D4","DJ","DQ",4
"DA","C4","S7","H7","C7",6
"HA","DA","CA","D3","DK",6
"H5","D5","C5","H7","D8",6
"HA","DA","CA","C9","DK",6
"S5","C6","S8","H8","C8",6
"D5","C9","S10","H10","D10",6
"SA","S3","S4","S5","SJ",4
"HA","C2","HQ","DQ","CQ",6
"SA","HA","DA","H5","CJ",6
"S2","H2","D2","D4","SK",6
"S2","DJ","SQ","DQ","CQ",6
"S4","H4","C4","H6","D10",6
"S4","H4","D4","D5","C9",6
"CA","H3","H10","D10","C10",6
"HA","DA","CA","D2","C9",6
"CA","S3","H3","D3","C5",6
"DA","S7","H7","D7","D9",6
"H7","D7","C7","D9","SJ",6
"SA","HA","CA","C7","H10",6
"S3","H4","S8","H8","C8",6
"H3","D3","C3","H9","C9",3
"H2","D2","C2","C7","S9",6
"S2","H2","C2","C3","S5",6
"DA","S10","H10","C10","CQ",6
"HA","DA","CA","C4","DJ",6
"D2","H4","S8","H8","D8",6
"CA","S6","H6","C6","HQ",6
"C2","C7","S8","H8","D8",6
"D3","SJ","HJ","DJ","CJ",2
"C3","D4","S9","D9","C9",6
"SA","S3","S6","SJ","SQ",4
"H2","D2","C2","S3","C4",6
"H5","S7","H7","D7","CQ",6
"DA","H2","S3","S4","C5",5
"SA","HA","DA","HJ","HQ",6
"D2","C10","SK","HK","DK",6
"C3","S6","S10","H10","D10",6
"S2","H2","D2","C6","D7",6
"HQ","DQ","CQ","DK","CK",3
"H2","D2","C2","S7","D10",6
"C3","H9","D9","C9","DK",6
"D4","H6","SK","HK","DK",6
"S2","S5","H5","D5","HQ",6
"S3","S4","C5","S6","C7",5
"CA","H5","H7","D7","C7",6
"HA","C10","HJ","SQ","SK",5
"SA","CA","S4","D4","C4",3
"H4","H6","H9","H10","HK",4
"H6","D6","C6","H10","CK",6
"C5","S6","H6","C6","D10",6
"S3","H3","D3","C4","H6",6
"C2","S4","H4","D4","DJ",6
"CA","H9","S10","H10","D10",6
"H4","S8","D8","C8","D10",6
"C5","C6","C9","CJ","CQ",4
"S5","S7","H7","C7","DJ",6
"C6","S10","D10","C10","SJ",6
"S4","D4","C4","H5","C5",3
"HA","DA","CA","C4","CJ",6
"HQ","CQ","SK","HK","CK",3
"S3","H3","C3","S9","SQ",6
"D2","S4","D4","C4","C5",6
"CA","S2","D2","C2","D6",6
"SA","S2","H2","C2","H9",6
"C7","H8","C9","D10","DJ",5
"S2","H5","D5","C5","S8",6
"CA","H2","C3","D4","D5",5
"H6","SQ","HQ","CQ","DK",6
"D2","S3","H3","D3","SJ",6
"H10","D10","C10","SK","CK",3
"D2","H3","S8","H8","C8",6
"HA","H3","H6","H9","H10",4
"CA","C6","HK","DK","CK",6
"DA","S3","S10","H10","C10",6
"SA","S2","S4","S6","SK",4
"H4","S5","D5","C5","C9",6
"S7","H7","C7","C8","S9",6
"H6","S9","H9","C9","CK",6
"S4","H4","C4","D8","CJ",6
"DA","HJ","DJ","CJ","SK",6
"H7","D7","C7","C8","DQ",6
"C4","S5","D6","S7","C8",5
"SA","S5","S6","S9","SJ",4
"SA","S9","H9","D9","HK",6
"H3","SJ","HJ","CJ","DQ",6
"H2","D2","C2","S4","S6",6
"H2","D2","C2","H4","D8",6
"S4","D4","C4","S6","S10",6
"S7","H7","D7","C8","C9",6
"H9","S10","DJ","CQ","DK",5
"H3","S7","S9","H9","C9",6
"SA","HA","DA","C9","C10",6
"H3","H10","D10","C10","DK",6
"C3","C6","CJ","CQ","CK",4
"C2","D4","H6","D6","C6",6
"S6","H7","D7","C7","CK",6
"H4","H9","D9","C9","HK",6
"SA","C7","SK","HK","DK",6
"S2","H2","D2","DQ","CQ",3
"S4","H4","D4","HK","CK",3
"SQ","HQ","DQ","SK","CK",3
"S6","H7","C8","C9","C10",5
"SA","HA","DA","S6","D7",6
"C2","C5","C8","C10","CQ",4
"S2","S3","S4","S5","H6",5
"CA","C10","CJ","SQ","DK",5
"C3","S6","H6","C6","HQ",6
"S4","H4","D4","S7","H8",6
"C3","S9","SQ","HQ","CQ",6
"S2","C3","SQ","DQ","CQ",6
"S3","H3","C3","C4","D10",6
"HA","H4","H10","HJ","HQ",4
"H5","S6","C7","C8","C9",5
"SA","DA","CA","H8","SQ",6
"HA","C2","D3","S4","D5",5
"H2","H8","D8","C8","SK",6
"C2","S4","H4","C4","D10",6
"S4","H4","D4","S6","DJ",6
"S7","D7","C7","S8","CJ",6
"HA","C10","DJ","HQ","HK",5
"S8","D8","SJ","DJ","CJ",3
"C3","H5","D5","C5","C6",6
"D2","D4","D5","D7","D10",4
"S2","H2","C2","D8","C10",6
"S6","D6","C6","D10","CK",6
"SA","HA","CA","S8","DJ",6
"CA","C3","C7","C10","CJ",4
"CA","S3","H3","C3","S9",6
"D5","C7","SJ","HJ","DJ",6
"HA","H4","H6","H7","H8",4
"S3","H3","C3","SJ","HK",6
"H4","C5","H6","C7","C8",5
"SA","HA","DA","D9","D10",6
"SA","DA","CA","D2","D4",6
"S3","S5","H5","D5","CQ",6
"H3","S4","H4","D4","DQ",6
"C2","C6","HQ","DQ","CQ",6
"S7","D10","SK","HK","CK",6
"DA","H10","SJ","DQ","HK",5
"SA","HA","CA","SK","HK",3
"SA","DA","CA","H4","D7",6
"C6","S10","H10","C10","CJ",6
"S3","H3","D3","D5","C6",6
"S4","D4","C4","C7","SQ",6
"S5","D5","S9","H9","C9",3
"HA","DA","CA","H3","S8",6
"S2","S4","S9","D9","C9",6
"S4","C7","SJ","DJ","CJ",6
"S2","H2","C2","H3","S10",6
"C5","S10","SK","HK","CK",6
"HA","DA","CA","H3","H7",6
"CA","S4","S7","D7","C7",6
"D4","S6","H6","C6","S10",6
"HA","C4","S9","H9","C9",6
"CA","D3","SQ","HQ","CQ",6
"D2","H5","S7","D7","C7",6
"S4","H4","C4","S7","D9",6
"S4","H4","C4","D5","S6",6
"D8","H9","H10","SJ","HQ",5
"S4","S8","H8","D8","DK",6
"S2","D10","SK","HK","DK",6
"C4","S5","H6","H7","H8",5
"S2","S3","C4","D5","S6",5
"CA","H8","D8","C8","C9",6
"S2","D3","C4","H5","H6",5
"S3","D3","C3","HK","CK",3
"S2","S4","D4","C4","D6",6
"S3","SJ","HJ","DJ","CK",6
"S4","H4","D4","H6","DK",6
"S4","H10","D10","C10","DK",6
"H3","H6","H7","H10","HJ",4
"C4","H10","D10","C10","DJ",6
"C4","S6","H6","D6","SQ",6
"S8","D9","C10","SJ","DQ",5
"HA","S4","H4","D4","S6",6
"SA","HA","DA","S9","HK",6
"S2","H4","S8","H8","C8",6
"C2","H3","C4","H5","S6",5
"H2","H8","H9","HQ","HK",4
"D2","S7","D7","C7","C8",6
"S6","H7","D8","S9","S10",5
"CA","S3","D3","C3","D6",6
"C4","C6","C9","C10","CQ",4
"C2","C6","S10","D10","C10",6
"D4","D5","SJ","DJ","CJ",6
"S2","H2","C2","H5","CQ",6
"H5","D5","C5","C9","HQ",6
"S4","S5","S6","S7","H8",5
"SA","C4","S7","H7","D7",6
"C5","S9","H9","D9","DQ",6
"SA","DA","CA","H3","S8",6
"D2","C3","D4","S5","D6",5
"D2","D3","C4","S5","C6",5
"S2","H2","C2","D5","C9",6
"D4","H8","D8","C8","HQ",6
"D8","C9","H10","CJ","SQ",5
"S2","H2","D2","D5","S10",6
"D3","S4","SK","HK","DK",6
"S2","S4","H4","C4","DQ",6
"S2","C2","HQ","DQ","CQ",3
"S4","C5","D6","H7","S8",5
"DA","S2","H2","D2","C4",6
"H2","H3","H4","H6","H9",4
"SA","HA","DA","H4","D7",6
"D7","D8","SK","DK","CK",6
"D3","S8","D8","C8","HJ",6
"S7","S8","H8","C8","CK",6
"S9","H9","C9","SJ","HJ",3
"S2","S3","D3","C3","C6",6
"H4","S7","H7","D7","S8",6
"DA","H6","D6","C6","C9",6
"H4","SQ","HQ","DQ","HK",6
"C2","D3","SK","HK","DK",6
"S4","H4","C4","H6","S10",6
"S4","H4","D4","CJ","CK",6
"H3","D4","SJ","DJ","CJ",6
"H6","D7","D8","H9","S10",5
"DA","C8","HJ","DJ","CJ",6
"H5","S7","D7","C7","C8",6
"S9","D9","SK","DK","CK",3
"HA","S5","SK","HK","CK",6
"HA","D2","S9","D9","C9",6
"D7","C7","SJ","DJ","CJ",3
"D9","S10","HJ","CQ","CK",5
"HA","H6","D6","C6","SK",6
"S4","S5","S6","C7","C8",5
"D9","H10","CJ","DQ","DK",5
"H4","D10","SQ","HQ","CQ",6
"S2","S4","S7","S8","S9",4
"CA","H10","HK","DK","CK",6
"S2","H2","D2","D6","SK",6
"S3","D3","C3","H6","C7",6
"S4","D4","C4","D5","S9",6
"SA","S2","H3","C4","D5",5
"D6","S7","H7","C7","HK",6
"SA","S7","H7","D7","H9",6
"C2","S7","H7","C7","S9",6
"DA","H10","D10","C10","CK",6
"S2","H2","D2","H4","D9",6
"D3","D6","SK","HK","DK",6
"D9","H10","HJ","CQ","CK",5
"CA","S3","D3","C3","SQ",6
"C7","D8","D9","C10","DJ",5
"D5","S7","H9","D9","C9",6
"H4","SQ","DQ","CQ","HK",6
"DA","D2","D5","D7","D9",4
"S3","S4","D4","C4","CJ",6
"D3","S9","D9","C9","SJ",6
"SA","HA","CA","H4","C8",6
"C3","D6","S8","H8","D8",6
"D3","H5","D5","C5","C7",6
"DA","C2","D3","H4","S5",5
"D9","H10","CJ","DQ","SK",5
"S4","H4","D4","H10","DQ",6
"H3","D3","C3","DJ","SK",6
"H3","H7","H10","D10","C10",6
"S4","H7","SQ","HQ","DQ",6
"D2","S7","H7","D7","C7",2
"S4","D4","C4","H5","C8",6
"S4","D4","C4","S7","C8",6
"H4","S7","SK","DK","CK",6
"S5","H5","D5","HQ","CK",6
"D5","S7","H7","C7","H10",6
"C2","H5","D5","C5","H7",6
"D5","H7","SJ","HJ","CJ",6
"S3","H3","D3","C6","CJ",6
"S2","H9","S10","D10","C10",6
"C2","C7","SJ","HJ","CJ",6
"S5","D6","C7","C8","D9",5
"S2","D2","C2","H3","C6",6
"H4","D4","C4","H5","CK",6
"S5","S9","HQ","DQ","CQ",6
"CA","S2","S6","D6","C6",6
"D3","S4","S7","D7","C7",6
"C4","H5","D6","C7","C8",5
"D3","S5","HQ","DQ","CQ",6
"D2","S4","SQ","DQ","CQ",6
"D2","H4","D4","C4","C7",6
"SA","S7","D7","C7","DJ",6
"HA","H2","H3","D4","C5",5
"C2","HJ","DJ","CJ","DQ",6
"S2","S3","S5","S7","SJ",4
"S6","D8","HJ","DJ","CJ",6
"D4","CQ","SK","DK","CK",6
"C9","S10","HJ","HQ","SK",5
"SA","DA","CA","H3","D10",6
"D4","S5","C6","D7","S8",5
"S4","D4","C4","S6","D10",6
"C4","C5","HQ","DQ","CQ",6
"C2","S7","D7","C7","D8",6
"C5","S7","SQ","DQ","CQ",6
"CA","C2","C3","C10","CJ",4
"H3","D3","C3","C8","HQ",6
"S4","H4","C4","S7","H9",6
"SA","HA","DA","D2","SQ",6
"HA","DA","H7","D7","C7",3
"D2","S3","S9","H9","D9",6
"H7","D7","C7","S10","CQ",6
"SA","DA","CA","D7","C8",6
"H3","H6","D6","C6","HK",6
"C5","H9","D9","C9","C10",6
"C3","H6","HQ","DQ","CQ",6
"DA","C10","DJ","DQ","DK",5
"C8","D9","H10","CJ","HQ",5
"C4","D6","HJ","DJ","CJ",6
"H5","D5","S10","D10","C10",3
"DA","H9","D9","C9","DK",6
"S2","H2","D2","D8","DQ",6
"H5","C6","S7","D8","H9",5
"C4","D5","D6","C7","D8",5
"S6","H6","D6","H8","HK",6
"D9","S10","SJ","DQ","DK",5
"S7","D8","H9","H10","SJ",5
"S7","DJ","SK","HK","CK",6
"S3","H3","D3","D10","CQ",6
"S2","H2","D2","S8","C8",3
"H2","S3","H3","C3","HQ",6
"S3","D3","C3","H5","HK",6
"DA","S9","H9","D9","D10",6
"SA","HA","CA","D9","HQ",6
"C2","C3","C5","C9","CQ",4
"S4","H4","D4","H8","SJ",6
"C3","C4","C5","H6","H7",5
"D4","S8","H8","D8","C8",2
"CA","H9","D9","C9","H10",6
"S3","C4","SQ","HQ","DQ",6
"H2","S6","H6","C6","D9",6
"SA","HA","DA","H6","SJ",6
"S9","S10","SJ","HQ","SK",5
"S2","S6","H6","D6","SK",6
"C5","S7","D7","C7","CK",6
"C2","S9","D9","C9","DQ",6
"C3","D5","S8","H8","D8",6
"H7","D7","C7","CJ","HK",6
"HA","H5","H7","H10","HK",4
"S4","D4","C4","D6","HJ",6
"DA","D10","DJ","CQ","SK",5
"S7","SJ","SQ","HQ","CQ",6
"S2","S5","D5","C5","C10",6
"S6","D6","C6","H7","D9",6
"C3","HJ","DJ","CJ","DQ",6
"S5","H6","S7","C8","H9",5
"CA","H2","S6","H6","C6",6
"D3","HQ","SK","HK","CK",6
"C2","C4","C8","CQ","CK",4
"HA","S5","D5","C5","HJ",6
"S2","H2","D2","C2","D4",2
"S5","D6","C7","S8","D9",5
"SA","HA","CA","D6","C10",6
"S3","C6","SJ","DJ","CJ",6
"C6","D7","S9","D9","C9",6
"S3","D3","C3","D5","HQ",6
"SA","HA","CA","D3","C3",3
"D6","S9","D9","C9","DK",6
"DA","C5","S6","H6","C6",6
"S2","H2","D2","D9","HK",6
"C3","D4","D5","C6","D7",5
"S5","D8","SK","DK","CK",6
"HA","C10","CJ","HQ","HK",5
"HA","S7","H7","C7","D9",6
"HA","H4","H7","H9","HQ",4
"C3","S6","SJ","HJ","CJ",6
"H3","S4","H4","C4","C10",6
"CA","C4","C7","C10","CQ",4
"H4","D5","H6","S7","C8",5
"C4","S6","H6","D6","S7",6
"CA","C2","C4","C10","CK",4
"D6","S7","H7","D7","H9",6
"H4","H5","HK","DK","CK",6
"H3","H4","D4","C4","D5",6
"H3","D3","C3","H5","DJ",6
"H7","D8","SJ","HJ","DJ",6
"C6","D7","C8","S9","H10",5
"D2","D5","D6","D8","D9",4
"S4","D4","C4","D6","C10",6
"DA","D3","D8","D9","D10",4
"H2","S4","S8","H8","C8",6
"CA","S4","H4","D4","C10",6
"H2","S5","H5","D5","C7",6
"H6","C7","C8","C9","H10",5
"S9","H10","CJ","HQ","HK",5
"S4","S6","S9","S10","SK",4
"DA","S8","H8","C8","D10",6
"S4","D4","C4","H6","S10",6
"HA","DA","CA","C2","SK",6
"S6","H6","D6","H8","DJ",6
"H3","S7","D7","C7","CJ",6
"SA","S9","S10","H10","C10",6
"H3","C7","HK","DK","CK",6
"D2","S4","D4","C4","S10",6
